name_english,price_amount,price_unit,image_url,product_url,dimension_unit,length,width,height,category,category_original,id,uuid,is_active,store_id,time_updated,name_arabic,product_color,source_sheet,main_color,styles
Abraham Handwoven Leather Dhurry Rug 230Ã—330 cm - Taupe & Warm Oatmeal,690,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/abraham-handwoven-leather-dhurry-rug-230-330-cm-taupe-warm-oatmeal-1.jpg,https://cityw.com.sa/product/abraham-handwoven-leather-dhurry-rug-230-330-cm-taupe-and-warm-oatmeal/,cm,230,330,,carpet,Rugs,703148370,10fd03f4-2c2d-5466-9de4-32f804331885,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Abstract Viscose Area Rug 200x300 cm - Mustard Yellow & Black,1110,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/abstract-viscose-area-rug-200x300-cm-mustard-yellow-black-1.jpg,https://cityw.com.sa/product/abstract-viscose-area-rug-200-300-cm-mustard-yellow-and-black/,cm,200,300,,carpet,Rugs,291935026,b325ce47-892c-5e97-8d5c-080859618c40,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Mustard,"Boho, Eclectic"
Adigrat 230x330 cm Handwoven Cotton Dhurry Rug - Ash Grey & Ivory,1060,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/adigrat-230x330-cm-handwoven-cotton-dhurry-rug-ash-grey-ivory-1.jpg,https://cityw.com.sa/product/adigrat-230x330-cm-handwoven-cotton-dhurry-rug-ash-grey-and-ivory/,cm,230,330,,carpet,Rugs,148159997,d45d5e96-eb5e-5613-95f3-e44ed60e2c30,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Light Grey,"Modern, Minimalist"
Aimee-II 230x330 cm Hand-Woven Cotton Flatweave Rug - Multi,790,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/aimee-ii-230x330-cm-hand-woven-cotton-flatweave-rug-multi-3.jpg,https://cityw.com.sa/product/aimee-ii-230x330-cm-hand-woven-cotton-flatweave-rug-multi/,cm,230,330,,carpet,Rugs,1461984391,e699a866-1c93-595a-b965-6d3235d02a31,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Boho, Minimalist"
Amtico 230x330 cm Flatweave Wool Rug - Warm Grey & Charcoal Brown,980,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/amtico-230x330-cm-flatweave-wool-rug-warm-grey-charcoal-brown-3.jpg,https://cityw.com.sa/product/amtico-230x330-cm-flatweave-wool-rug-warm-grey-and-charcoal-brown/,cm,230,330,,carpet,Rugs,767485554,5b86958c-e5a5-5a94-baa2-0b82ea650501,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Minimalist, Modern"
Anadir Flatwoven Polyester Rug 230Ã—330 cm - Burnt Sienna & Taupe,800,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/anadir-flatwoven-polyester-rug-230-330-cm-burnt-sienna-taupe-1.jpg,https://cityw.com.sa/product/anadir-flatwoven-polyester-rug-230-330-cm-burnt-sienna-and-taupe/,cm,230,330,,carpet,Rugs,1833793801,2cb6a7e2-49b8-58ed-8170-7d70982dd88b,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Anatolia 230Ã—330 cm Flatweave Wool Rug - Warm Beige & Ivory,900,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/anatolia-230-330-cm-flatweave-wool-rug-warm-beige-ivory-1.jpg,https://cityw.com.sa/product/anatolia-230-330-cm-flatweave-wool-rug-warm-beige-and-ivory/,cm,230,330,,carpet,Rugs,1794464365,7732580e-94a5-5cca-812e-80eb216e8262,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Boho, Modern"
Angela Handwoven Leather Dhurry Rug 230Ã—330 cm - Brown & Ivory,690,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/angela-handwoven-leather-dhurry-rug-230-330-cm-brown-ivory-1.jpg,https://cityw.com.sa/product/angela-230-330-cm-flatweave-leather-rug-warm-taupe-and-frost-grey/,cm,230,330,,carpet,Rugs,385909703,b88e33a9-a7be-5305-a574-19ee46fc5a72,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Antonio 230x330 cm Handwoven Cotton Dhurry Rug - Multi,1010,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/antonio-230x330-cm-handwoven-cotton-dhurry-rug-multi-1.jpg,https://cityw.com.sa/product/antonio-230-330-cm-handwoven-cotton-dhurry-rug-multi/,cm,230,330,,carpet,Rugs,2066863195,85b278e3-2d12-588b-a7cc-c18e96d294c2,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Greige,"Modern, Minimalist"
Arezo 230Ã—330 cm Handwoven Cotton Dhurry Rug - Taupe & Ivory,780,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/arezo-230-330-cm-handwoven-cotton-dhurry-rug-taupe-ivory-1.jpg,https://cityw.com.sa/product/living-room-flatweave-geometric-rug-230-330-cm-warm-taupe-and-ivory/,cm,230,330,,carpet,Rugs,660596908,61a68e8b-e0e9-5543-a776-b692c3655c54,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Arno 230x330 cm Hand-Tufted Wool Rug - Powder Blue & Taupe,1000,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/arno-230x330-cm-hand-tufted-wool-rug-powder-blue-taupe-1.jpg,https://cityw.com.sa/product/arno-230x330-cm-hand-tufted-wool-rug-powder-blue-and-taupe/,cm,230,330,,carpet,Rugs,565495296,139c1c73-4e63-5212-8da9-c9b8a482c4ac,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Minimalist, Modern"
Asabon 230Ã—330 cm Wool Flatweave Rug - Warm Taupe & Ivory,1080,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/asabon-230-330-cm-wool-flatweave-rug-warm-taupe-ivory-1.jpg,https://cityw.com.sa/product/asabon-230-330-cm-wool-flatweave-rug-warm-taupe-and-ivory/,cm,230,330,,carpet,Rugs,2008219599,81dec723-7fc7-5134-b446-703e55ca1532,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Avon 230x330 cm Wool Blend Flatweave Dhurry Rug - Taupe Brown & Ivory,1000,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/avon-230x330-cm-wool-blend-flatweave-dhurry-rug-taupe-brown-ivory-1.jpg,https://cityw.com.sa/product/avon-230x330-cm-wool-blend-flatweave-dhurry-rug-taupe-brown-and-ivory/,cm,230,330,,carpet,Rugs,1184332895,8d152664-a2b6-53ed-8533-62e29edd46f4,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern, Minimalist"
Bagram 230x330 cm Wool Flatweave Rug - Denim Blue & Ivory,1080,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bagram-230x330-cm-wool-flatweave-rug-denim-blue-ivory-1.jpg,https://cityw.com.sa/product/bagram-230x330-cm-wool-flatweave-rug-denim-blue-and-ivory/,cm,230,330,,carpet,Rugs,1503486170,151f7818-2262-5042-b6dc-eaa90ed32e98,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Modern, Minimalist"
Bartow Handwoven Leather Dhurry Rug 230x330 cm - Charcoal & Camel,880,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bartow-handwoven-leather-dhurry-rug-230x330-cm-charcoal-camel-1.jpg,https://cityw.com.sa/product/bartow-230-330-cm-jute-and-cotton-flatweave-rug-charcoal-grey-and-warm/,cm,230,330,,carpet,Rugs,1627054032,696c14fa-4754-520d-881c-db9e673d2768,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Boho, Moroccan"
Bolivia 230x330 cm Handwoven Wool Dhurry Rug - Warm Taupe & Ivory,1080,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bolivia-230x330-cm-handwoven-wool-dhurry-rug-warm-taupe-ivory-1.jpg,https://cityw.com.sa/product/bolivia-230-330-cm-handwoven-wool-dhurry-rug-warm-taupe-and-ivory/,cm,230,330,,carpet,Rugs,1434750096,a9c008ad-1663-5c8e-86fb-312541913a8d,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Bothe Handwoven Cotton Dhurry Rug 230x330 cm - Taupe & Charcoal,790,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bothe-handwoven-cotton-dhurry-rug-230x330-cm-taupe-charcoal-1.jpg,https://cityw.com.sa/product/bothe-handwoven-cotton-dhurry-rug-230-330-cm-taupe-and-charcoal/,cm,230,330,,carpet,Rugs,1135032685,b87d6aeb-4f09-5654-b769-64a13543fabd,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Greige,"Boho, Modern"
Bukit 230Ã—330 cm Hand-Tufted Wool Rug - Warm Grey & Ivory,1100,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bukit-230-330-cm-hand-tufted-wool-rug-warm-grey-ivory-1.jpg,https://cityw.com.sa/product/bukit-230-330-cm-hand-tufted-wool-rug-warm-grey-and-ivory/,cm,230,330,,carpet,Rugs,625971608,ab2ef927-4f89-5a84-a62d-425d3869d069,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Boho, Moroccan"
Bustos Hand-Tufted Wool Rug 230Ã—330 cm - Ash Grey,1060,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bustos-hand-tufted-wool-rug-230-330-cm-ash-grey-1.jpg,https://cityw.com.sa/product/bustos-hand-tufted-wool-rug-230-330-cm-ash-grey/,cm,230,330,,carpet,Rugs,2116039366,bd4feb6d-0841-5773-a335-d3850add31b2,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern_Classic, Moroccan"
Carmel 230x330 cm Handwoven Cotton Dhurry Rug - Denim Blue & Sage Grey,390,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carmel-230x330-cm-handwoven-cotton-dhurry-rug-denim-blue-sage-grey-1.jpg,https://cityw.com.sa/product/carmel-230x330-cm-handwoven-cotton-dhurry-rug-denim-blue-and-sage-grey/,cm,230,330,,carpet,Rugs,369987240,439431cc-9033-5deb-863d-1737a8d01d21,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Light Grey,"Modern, Minimalist"
Carmelite Handwoven Flatweave Dhurry Rug 230x330 cm - Multi,390,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carmelite-handwoven-flatweave-dhurry-rug-230x330-cm-multi-1.jpg,https://cityw.com.sa/product/carmelite-handwoven-flatweave-dhurry-rug-230-330-cm-multi/,cm,230,330,,carpet,Rugs,1409621720,c464ad85-2ccb-5c6f-9e2e-b19c9b30c390,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Carmella 230x330 cm Handwoven Cotton Dhurry Rug - Ivory & Grey,790,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carmella-230x330-cm-handwoven-cotton-dhurry-rug-ivory-grey-1.jpg,https://cityw.com.sa/product/carmella-230x330-cm-handwoven-cotton-dhurry-rug-ivory-and-grey/,cm,230,330,,carpet,Rugs,1123493543,573ab9c2-d1c4-5a27-a902-d77b94ebebd1,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Boho, Modern"
Carpet Art Faces 170x240cm,2550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carpet-art-faces-170x240cm-1.jpg,https://cityw.com.sa/product/carpet-art-faces-170x240cm/,cm,170,240,,carpet,Rugs,216284246,84f3f449-3baf-5cc1-ab90-11f0d02c02fa,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Modern, Minimalist"
Carpet Cosy Classic Cream 200x300cm,2950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carpet-cosy-classic-cream-200x300cm-1.jpg,https://cityw.com.sa/product/carpet-cosy-classic-cream-200x300cm/,cm,200,300,,carpet,Rugs,274031531,df911d9c-f485-5696-a61c-f5f7cd14990f,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Minimalist, Scandinavian"
Carpet Cosy Ocean 170x240cm,1930,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/carpet-cosy-ocean-170x240cm-1.jpg,https://cityw.com.sa/product/carpet-cosy-ocean-170x240cm/,cm,1.5,170,240,carpet,Rugs,1653332256,5e84ec22-88ed-5ae0-ab21-fa04baffef74,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Teal,"Modern, Minimalist"
Chevy Handwoven Dhurry Rug 230x330 cm - Stone & Taupe,450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/chevy-handwoven-dhurry-rug-230x330-cm-stone-taupe-1.jpg,https://cityw.com.sa/product/chevy-handwoven-dhurry-rug-230x330-cm-stone-and-taupe/,cm,230,330,,carpet,Rugs,925224720,5669d0c5-2bfc-5094-8e3b-1d6ecd8132b4,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern, Minimalist"
Ciara Handwoven Leather Dhurry Rug 230Ã—330 cm - Denim Blue,450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/ciara-handwoven-leather-dhurry-rug-230-330-cm-denim-blue-1.jpg,https://cityw.com.sa/product/ciara-handwoven-leather-dhurry-rug-230-330-cm-denim-blue/,cm,230,330,,carpet,Rugs,1383631541,0873a07f-a679-55b7-b8cb-082f4350a782,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Denim Blue,Coastal
Colima 230x330 cm Flatwoven Wool Rug - Warm Taupe & Brown,980,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/colima-230x330-cm-flatwoven-wool-rug-warm-taupe-brown-1.jpg,https://cityw.com.sa/product/colima-230x330-cm-flatwoven-wool-rug-warm-taupe-and-brown/,cm,230,330,,carpet,Rugs,2082443882,cbb75d96-b811-5ed0-b113-c94537fd397f,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Comrat 230Ã—330 cm Flatweave Rug - Sandy Beige & Charcoal Grey,880,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/comrat-230-330-cm-flatweave-rug-sandy-beige-charcoal-grey-1.jpg,https://cityw.com.sa/product/comrat-230-330-cm-flatweave-rug-sandy-beige-and-charcoal-grey/,cm,230,330,,carpet,Rugs,1052511820,7c16cdad-dbad-51a9-b234-169149d0e76c,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern, Minimalist"
Coronet 230Ã—330 cm Flatweave Wool Rug - Beige & Charcoal Grey,980,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/coronet-230-330-cm-flatweave-wool-rug-beige-charcoal-grey-1.jpg,https://cityw.com.sa/product/coronet-230-330-cm-flatweave-wool-rug-beige-and-charcoal-grey/,cm,230,330,,carpet,Rugs,1182487550,be10c7fd-e2bf-52e2-b672-a83c5c97c997,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Corte Handwoven Cotton Dhurry Rug 230x330 cm - Multicolour,830,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/corte-handwoven-cotton-dhurry-rug-230x330-cm-multicolour-1.jpg,https://cityw.com.sa/product/corte-handwoven-cotton-dhurry-rug-230-330-cm-multicolour/,cm,230,330,,carpet,Rugs,261782261,f76818d1-9fe8-551f-9a74-16d10a7e0486,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Culver 230x330 cm Handwoven Cotton Dhurry Rug - Charcoal Grey,780,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/culver-230x330-cm-handwoven-cotton-dhurry-rug-charcoal-grey-1.jpg,https://cityw.com.sa/product/living-room-flatweave-wool-rug-230x330-cm-charcoal-grey-and-ivory/,cm,230,330,,carpet,Rugs,850087385,44dc840c-0740-55cc-a460-799026cf5dcb,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Boho, Modern"
Davide 230x330 cm Hand-Tufted Wool Rug - Terracotta Brown & Slate Blue,1000,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/davide-230x330-cm-hand-tufted-wool-rug-terracotta-brown-slate-blue-1.jpg,https://cityw.com.sa/product/davide-230-330-cm-hand-tufted-wool-rug-terracotta-brown-and-slate-blue/,cm,230,330,,carpet,Rugs,725432941,50ebda68-879a-5706-a744-199d631798e2,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Dawkins Handwoven Cotton Dhurry Rug 230Ã—330 cm - Taupe & Ivory,1020,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/dawkins-handwoven-cotton-dhurry-rug-230-330-cm-taupe-ivory-1.jpg,https://cityw.com.sa/product/dawkins-handwoven-cotton-dhurry-rug-230-330-cm-taupe-and-ivory/,cm,230,330,,carpet,Rugs,500878064,1e71f386-0148-5893-b1bc-379f2dea4056,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,Traditional
Delans 230x330 cm Handwoven Jute Wool and Cotton Dhurry Rug - Warm Beige & Charcoal,970,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/delans-230x330-cm-handwoven-jute-wool-and-cotton-dhurry-rug-warm-beige-1.jpg,https://cityw.com.sa/product/delans-230x330-cm-handwoven-jute-wool-and-cotton-dhurry-rug-warm-beige/,cm,230,330,,carpet,Rugs,725677082,cb6b8a39-9879-5496-8322-638f53f6ac71,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Denver 230Ã—330 cm Handwoven Cotton Dhurry Rug - Warm Ivory & Charcoal Grey,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/denver-230-330-cm-handwoven-cotton-dhurry-rug-warm-ivory-charcoal-grey-1.jpg,https://cityw.com.sa/product/denver-230-330-cm-handwoven-cotton-dhurry-rug-warm-ivory-and-charcoal/,cm,230,330,,carpet,Rugs,1938939159,1803753c-11a1-56b4-9c4e-5dac808cf1b3,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Diora 230x330 cm Handwoven Leather and Jute Dhurry Rug - Sand and Espresso Brown,690,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/diora-230x330-cm-handwoven-leather-and-jute-dhurry-rug-sand-and-espres-1.jpg,https://cityw.com.sa/product/living-room-flatweave-jute-and-leather-rug-230-330-cm-warm-beige-and-c/,cm,230,330,,carpet,Rugs,203032125,4394097f-688a-5a06-9a5f-f3e9044c21b9,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,Boho
Dorval 230x330 cm Flatweave Wool Rug - Ivory & Espresso Brown,980,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/dorval-230x330-cm-flatweave-wool-rug-ivory-espresso-brown-3.jpg,https://cityw.com.sa/product/dorval-230x330-cm-flatweave-wool-rug-ivory-and-espresso-brown/,cm,230,330,,carpet,Rugs,1262985002,53d909ab-3701-5e4d-865c-b5942a5ca928,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Dvaita Handwoven Wool Dhurry Rug 230Ã—330 cm - Ivory,880,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/dvaita-handwoven-wool-dhurry-rug-230-330-cm-ivory-1.jpg,https://cityw.com.sa/product/dvaita-handwoven-wool-dhurry-rug-230-330-cm-ivory/,cm,230,330,,carpet,Rugs,1683422219,ac093457-53fc-5294-b943-d0a73f794e45,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Light Grey,"Modern, Minimalist"
Eason 230Ã—330 cm Handwoven Cotton Dhurry Rug - Taupe & Warm Ivory,980,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/eason-230-330-cm-handwoven-cotton-dhurry-rug-taupe-warm-ivory-1.jpg,https://cityw.com.sa/product/eason-230-330-cm-handwoven-cotton-dhurry-rug-taupe-and-warm-ivory/,cm,230,330,,carpet,Rugs,754794983,98e244f1-df3a-5c0e-a58c-30259a5b4458,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Edina Handwoven Cotton Dhurry Rug 230x330 cm - Warm Ivory & Soft Beige,510,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/edina-handwoven-cotton-dhurry-rug-230x330-cm-warm-ivory-soft-beige-1.jpg,https://cityw.com.sa/product/edina-handwoven-cotton-dhurry-rug-230-330-cm-warm-ivory-and-soft-beige/,cm,230,330,,carpet,Rugs,129856011,82ddb312-7ceb-52a8-a963-af324fbfdc22,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Ivory,"Minimalist, Scandinavian"
Eladio 230Ã—330 cm Cotton Flatweave Rug - Beige & Grey,790,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/eladio-230-330-cm-cotton-flatweave-rug-beige-grey-1.jpg,https://cityw.com.sa/product/eladio-handwoven-flatweave-rug-230-330-cm-sandstone-beige-and-ice-blue/,cm,230,330,,carpet,Rugs,1377303337,6df30b79-3ea4-57a4-8722-c4217eec1997,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Erdem Hand-Tufted Wool Rug 230Ã—330 cm - Camel Brown,1000,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/erdem-hand-tufted-wool-rug-230-330-cm-camel-brown-3.jpg,https://cityw.com.sa/product/erdem-hand-tufted-wool-rug-230-330-cm-camel-brown/,cm,230,330,,carpet,Rugs,1092951793,c21d72ff-61c4-5500-bffc-0140a228b3b7,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Essex 230x330 cm Handwoven Cotton Dhurry Rug - Warm Oatmeal,620,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/essex-230x330-cm-handwoven-cotton-dhurry-rug-warm-oatmeal-1.jpg,https://cityw.com.sa/product/essex-230-330-cm-handwoven-cotton-dhurry-rug-warm-oatmeal/,cm,230,330,,carpet,Rugs,1563309823,4103cca1-7713-5cc0-bace-243f0fdc3597,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
Fenney Handwoven Cotton Dhurrie Rug 230x330 cm - Dove Grey & Ivory,830,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fenney-handwoven-cotton-dhurrie-rug-230x330-cm-dove-grey-ivory-2.jpg,https://cityw.com.sa/product/fenney-handwoven-cotton-dhurrie-rug-230-330-cm-dove-grey-and-ivory/,cm,230,330,,carpet,Rugs,1492260248,b7949e31-a39d-519a-84cf-73fbb1c93eff,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Light Grey,"Modern, Minimalist"
Floritta 230Ã—330 cm Handwoven Dhurry Rug - Ivory,690,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/floritta-230-330-cm-handwoven-dhurry-rug-ivory-1.jpg,https://cityw.com.sa/product/floritta-230-330-cm-handwoven-dhurry-rug-ivory/,cm,230,330,,carpet,Rugs,37903824,7b80ef7c-a801-56f7-a4c4-292392245cf7,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern, Minimalist"
